ID,Description,Entry_ID,Comparison_Meaning,Concepticon_ID,Media_IDs,Scientific_Name,Semantic_Domain,alt_translation1
SN001458,a variety of acacia,LX001425,,,,Acacia erythrocalyx genre nilotica,botanical,variété d’acacia
SN001459,a kind of tree,LX001426,,,,acacia erythrocalyx,botanical,espèce d'arbre
SN001460,brush; polish,LX001427,SWEEP [230],230,,,,brosser; polir
SN001461,"Hdi person, people",LX001428,PEOPLE OR PERSON [2661],,05a9fc719621fc71d99153b0ede7873b,,ethnonyme,Hdi
SN001462,[third person plural subject],LX001429,,,,,,
SN001463,tiredness,LX001430,,,,,,fatigue
SN001464,name,LX001431,NAME [1405],1405,,,,nom
SN001465,home; house; compound,LX001432,HOME [2406],2406,,,,maison; concession
SN001466,call; invite,LX001433,,,,,,appeller; inviter
SN001467,three,LX001434,THREE [492],492,,,,trois
SN001468,thirty,LX001435,THIRTY [1715],1715,,,,trente
SN001469,gathering,LX001436,,,,,,ramassage
SN001470,gather,LX001437,GATHER [7],7,,,,ramasser
SN001471,pot for gravy,LX001438,,,6755af9e4b6cff40cc1a5ddc32c1a7e2,,,poterie à sauce
SN001472,slaughter,LX001439,SLAUGHTER [1796],1796,,,,égorger
SN001473,flour (of any grains),LX001440,FLOUR [1594],1594,,,,farine (de tout grain)
SN001474,chew; masticate,LX001441,CHEW [321],321,,,,mâcher; mastiquer; chiquer
SN001475,a bird species,LX001442,,,,,ornithological,oiseau non identifié
SN001476,tire,LX001443,GET TIRED [1996],,,,,(se) fatiguer
SN001477,nose,LX001444,NOSE [1221],1221,,,,nez
SN001478,plant,LX001445,PLANT (SOMETHING) [1486],,,,,cultiver
SN001479,plant a barrier between the fields of crops,LX001446,,,,,,planter une barrière entre des champs cultivés
SN001480,plant everything,LX001447,,,,,,cultiver tout
SN001481,belly; interior,LX001448,BELLY OR STOMACH [2114],,,,,ventre; intérieur
SN001482,truth,LX001449,TRUTH [1638],1638,,,,vérité
SN001483,true,LX001450,CORRECT (RIGHT) [1725],,,,,vrai
SN001484,run; escape,LX001451,FLEE [956],956,,,,courir; échapper; éviter; écarter
SN001485,run,LX001452,RUN [1519],1519,,,,courir
SN001486,an unidentified plant,LX001453,,,08753227917eee8065beec3bc7a36387,,botanical,plante
SN001487,unidentified plant with viscouse grains,LX001454,,,,,botanical,plante non identifiée dont les graines sont très visqueuses
SN001488,until,LX001455,,,,,,jusqu’à
SN001489,[nominal plural marker],LX001456,,,,,,
SN001490,attach many,LX001457,,,,,,attacher plusieurs choses
SN001491,[negation],LX001458,,,,,,
SN001492,here; [locative adverb],LX001459,HERE [136],136,,,,ici
SN001493,proximate; here; [locative adverb],LX001460,HERE [136],136,,,,proximative; ici
SN001494,jackalberry,LX001461,,,,acacia diospyros mespiiliformis,botanical,espèce d'arbre
SN001495,here; [locative adverb],LX001462,HERE [136],136,,,,ici
SN001496,belly; interior,LX001463,BELLY OR STOMACH [2114],,,,,ventre; intérieur (de quelque chose)
SN001497,lack,LX001464,,,,,,le manque
SN001498,not to be; [negation],LX001465,,,,,,ne pas être
SN001499,amuse,LX001466,,,,,,s’amuser
SN001500,wisdom,LX001467,,,,,,sage
SN001501,there; [locative adverb],LX001468,THERE [1937],1937,,,,là bas
SN001502,world; earth,LX001469,WORLD [965],965,,,,monde; terre
SN001503,amusement; culture,LX001470,,,,,,amusement; culture
SN001504,pity,LX001471,PITY [1141],1141,,,,pitié
SN001505,a kind of beetle,LX001472,,,,Callosobruchus maculatus,entomological,insecte; bruche
SN001506,evening,LX001473,EVENING [1629],1629,,,,soir
SN001507,"pin; ornament made from cowrie, worn on the neck",LX001474,PIN [64],64,adfe30d77279b3528118875c8237615c,,,barrette de cauris porté au cou
SN001508,back,LX001475,BACK [1291],1291,,,,dos; le derrière
SN001509,pot,LX001476,POT [1462],1462,,,,marmite; poterie
SN001510,spirit of a demon,LX001477,,,,,,esprit d’une entité malfaisante
SN001511,pot for local beer,LX001478,,,,,,casserole de bilbil
SN001512,pot for making sacrifices for twins,LX001479,,,,,,casserole pour faire sacrifice au jumeau
SN001513,pot for libations,LX001480,,,,,,poterie à libations
SN001514,weak; fragile,LX001481,WEAK [1601],1601,,,,faible; fragile
SN001515,mad; silly person,LX001482,MAD [1899],1899,,,,fou; un idiot; un sot
SN001516,a kind of tree,LX001483,,,229ff4ee05399862170bb7cb04f555ab,"Euphorbia kamerunica, paganorum, poissonii",botanical,espèce d'arbre
SN001517,unidentified plant,LX001484,,,f7d1928f52dd98faebc362a7b7671f79,,botanical,plante non identifiée
SN001518,sleep,LX001485,SLEEP [1585],1585,,,,dormir
SN001519,sleep!,LX001486,,,,,,dors!
SN001520,lying down; sleep,LX001487,,,,,,le fait d’être couché; le sommeil
SN001521,slaughter,LX001488,SLAUGHTER [1796],1796,,,,égorger
SN001522,lie down; sleep,LX001489,LIE DOWN [215],,,,,être couché; dormir
SN001523,a kind of beetle,LX001490,,,,Buprestidae,entomological,insecte; bupreste
SN001524,roar of the lion,LX001491,,,,,,rugissement du lion
SN001525,scrape,LX001492,SCRAPE [1767],1767,,,,gratter; racler
SN001526,two,LX001493,TWO [1498],1498,,,,deux
SN001527,twenty,LX001494,TWENTY [1710],1710,,,,vingt
SN001528,twenty one,LX001495,TWENTY ONE [1734],,,,,vingt et un
SN001529,twenty,LX001496,TWENTY [1710],1710,,,,vingt
SN001530,wood,LX001497,WOOD [1803],1803,,,,bois
SN001531,skin,LX001498,SKIN [763],763,,,,peau
SN001532,cow skin,LX001499,,,,,,peau de boeuf pour la dance
SN001533,five,LX001500,FIVE [493],493,,,,cinq
SN001534,a metal bangle to accompany tamtam,LX001501,,,,,,sonnaille métallique qui renforce le rythme du tambour
SN001535,recall,LX001502,REMEMBER [707],707,,,,rappeller
SN001536,make holes,LX001503,,,,,,trouer; creuser; faire des trous; percer quelque chose
SN001537,guinea corn,LX001504,SORGHUM [347],347,,,botanical,mil; sorgho
SN001538,kind; object,LX001505,KIND (THING) [844],,,,,l’objet; le principe; le noeud de
SN001539,memory,LX001506,MEMORY [1018],1018,,,,rappel mémoire; le souvenir
SN001540,thing; goods,LX001507,THING [738],738,,,,chose; biens (matériels)
SN001541,crush; grind corn to get corn flour,LX001508,CRUSH [1520],1520,,,,écraser; moudre le mil pour obtenir de la farine
SN001542,pound; grind,LX001509,POUND [354],354,,,,moudre
SN001543,pounding,LX001510,,,,,,pilage
SN001544,bite,LX001511,,,,,,coup de dent; morsure
SN001545,bite,LX001512,BITE [1403],1403,,,,mordre
SN001546,migratory locust,LX001513,,,,,entomological,criquet pélerin
SN001547,a kind of bug,LX001514,,,,"Zonocerus, Orthoptera",entomological,insecte
SN001548,ok,LX001515,,,,,,d'accord
SN001549,[copula],LX001516,,,,,,
SN001550,[demonstrative],LX001517,,,,,,
SN001551,give birth,LX001518,GIVE BIRTH [1195],,,,,accoucher de; donner naissance à
SN001552,white sorghum,LX001519,,,,,,mil blanc
SN001553,a cowrie ornament,LX001520,,,ac38712384d200d6f70d906ae1449537,,,parure en cauris avec une perle au milieu
SN001554,[negation marker],LX001521,,,,,,[marque de négation]; 'ne doit pas'
SN001555,give me!,LX001522,,,,,,donne moi!
SN001556,intelligent,LX001523,,,,,,intelligent; doué de sagesse
SN001557,squirrel,LX001524,SQUIRREL [1628],1628,,,zoological,écureuil
SN001558,multiply inside,LX001525,,,,,,multiplier à l’intérieur
SN001559,he tried to produce,LX001526,,,,,,il essayait de produire
SN001560,have produced a part,LX001527,,,,,,avoir produit une partie
SN001561,give birth,LX001528,GIVE BIRTH [1195],,,,,donner naissance; produire pour quelqu'un
SN001562,chat; comment,LX001529,,,,,,bavarder; commenter
SN001563,when,LX001530,WHEN [1238],1238,,,,quand
SN001564,chat,LX001531,,,,,,bavardage
SN001565,well,LX001532,,,,,,bien
SN001566,multiply,LX001533,,,,,,se multiplier; produire beaucoup
SN001567,beget; give birth,LX001534,BEGET [1152],1152,,,,engendrer; donner naissance à
SN001568,look for,LX001535,LOOK FOR [1468],,,,,chercher
SN001569,milk,LX001536,DRAW MILK [93],,,,,traire (du lait)
SN001570,good; tasty,LX001537,,,,,,bon; délicieux; savoureux
SN001571,be proud,LX001538,PROUD [174],174,,,,être fier de; être en bonne santé
SN001572,I ate again,LX001539,,,,,,j’ai mangé à nouveau
SN001573,God; 'eat again to grow',LX001540,GOD [1944],1944,,,,dieu; 'mange de nouveau pour grandir'
SN001574,snake,LX001541,SNAKE [730],730,,,,serpent
SN001575,boys,LX001542,BOY [1366],1366,,,,garçons
SN001576,a kind of plant,LX001543,,,,vitex doniana,botanical,varieté de plante
SN001577,greeting,LX001544,,,,,,salutation
SN001578,boy; man,LX001545,BOY OR SON [2391],,,,,garçon; homme
SN001579,start,LX001546,BEGIN [1806],1806,,,,commencer
SN001580,fall; throw stones at something or somebody,LX001547,FALL [2234],2234,,,,tomber; lancer des pierres sur quelqu'un ou sur quelque chose
SN001581,fall,LX001548,FALL [1280],1280,,,,chute
SN001582,fear,LX001549,,,,,,peur
SN001583,spear,LX001550,SPEAR [945],945,,,,lance
SN001584,help,LX001551,HELP [1897],1897,,,,aider
SN001585,answer,LX001552,ANSWER [1275],1275,,,,réponse
SN001586,a ceiling storage space for agricultural products,LX001553,,,a2ff109abf32bdc221fc3f36e3028fe6,,,espace amenagé sur le plafond pour conserver les produits agricols
SN001587,start,LX001554,BEGIN [1806],1806,,,,commencer
SN001588,unplug,LX001555,,,,,,déboucher
SN001589,start,LX001556,BEGIN [1806],1806,,,,commencer
SN001590,branch,LX001557,BRANCH [1531],1531,,,,branche
SN001591,leave; slacken,LX001558,LEAVE [1752],1752,,,,laisser; relacher
SN001592,bag; pocket,LX001559,BAG [2468],2468,,,,sac; poche
SN001593,left,LX001560,LEFT HAND [2182],,,,,gauche
SN001594,arrival,LX001561,,,,,,venue; arrivée
SN001595,branch,LX001562,BRANCH [1531],1531,,,,branche
SN001596,wing,LX001563,WING [1257],1257,,,,aile
SN001597,a kind of bird,LX001564,,,,,,variété d’oiseau
SN001598,unidentified tree,LX001565,,,,,botanical,arbre non identifié
SN001599,back entrance,LX001566,,,,,,entrée arrière; muret de derrière la maison; mur
SN001600,witchweed,LX001567,,,,striga gesnerioides,botanical,herbe des sorcières
SN001601,straw mat,LX001568,MAT [195],195,,,,natte en paille
SN001602,whistle made from a horn,LX001569,,,3bae9c4341fd9fb319f83726f6f6a2b1,,,sifflet en corne d’antilope
SN001603,perhaps,LX001570,PERHAPS [2278],2278,,,,peut-être
SN001604,une voix fine,LX001571,,,,,,voix aigu
SN001605,"law, order",LX001572,LAW [1062],1062,,,,"loi, ordre"
SN001606,discipline,LX001573,,,,,,la discipline
SN001607,"talk, spoil",LX001574,SPEAK [1623],1623,,,,"parler, abîmer"
SN001608,often,LX001575,OFTEN [1852],1852,,,,souvent
SN001609,often; afterwards,LX001576,OFTEN [1852],1852,,,,souvent; après
SN001610,before; [complementizer],LX001577,BEFORE [1882],1882,,,,avant; d’habitude
SN001611,date palm,LX001578,,,11d72d0648c1ce59fbb78c420df53263,,botanical,palmier dattier
SN001612,latecomer,LX001579,,,,,,retardataire
SN001613,hunt,LX001580,HUNT [1435],1435,,,,chasse
SN001614,bat,LX001581,BAT [1793],1793,,,zoological,chauve-souris
SN001615,child,LX001582,CHILD (DESCENDANT) [1801],,,,,enfant
SN001616,adopted child,LX001583,,,,,,enfant adoptif
SN001617,children,LX001584,CHILD [2099],2099,,,,enfants
SN001618,eat,LX001585,EAT [1336],1336,,,,action de manger
SN001619,forget,LX001586,FORGET [1523],1523,,,,oublier
SN001620,eat; eat!,LX001587,EAT [1336],1336,,,,manger; mange!
SN001621,itch (literally: eating people),LX001588,ITCH [148],148,,,,démanger (littéralement: manger les gens)
SN001622,fly,LX001589,FLY (INSECT) [1504],,,,entomological,mouche
SN001623,honey; bee,LX001590,HONEY [942] ; BEE [665],,,,entomological,miel; abeille
SN001624,eat one’s fill,LX001591,,,,,,manger à satiété; manger à sa faim; se rassasier
SN001625,fly swat made from cow tail,LX001592,,,,,,chasse-mouches en queue de bœuf blanc
SN001626,a variety of finch,LX001593,,,,,ornithological,variété d’oiseau mange mil
SN001627,he ate and went away,LX001594,,,,,,il a mangé et est parti
SN001628,eat and come here,LX001595,,,,,,manger et venir ici
SN001629,eat and come,LX001596,,,,,,manger et venir
SN001630,right (side),LX001597,RIGHT [1019],1019,,,,droit
SN001631,rope to hold objects,LX001598,,,2374ed4f9aedbeba57df7a4020788232,,,corde tendue sur laquelle on suspend des objets
SN001632,he ate and came,LX001599,,,,,,il a mangé et il est venu
SN001633,current,LX001600,,,,,,courant; coullée d’eau
SN001634,shield,LX001601,SHIELD [1064],1064,72a91227fdb9aa73bfe80b05e3fc885f,,,bouclier
SN001635,"myriapode; black, about 15cm long, 1cm in diameter, round, legs under the body",LX001602,,,,,zoological,scolopendre noir d’environ 15 cm de long et 1 cm de diamètre
SN001636,fly-swatter,LX001603,,,48bfaaf43aa151049d1a29cc0f17c158,,,chasse-mouches
SN001637,time,LX001604,TIME [892],892,,,,temps; période
SN001638,germinated guinea corn,LX001605,,,,,,mil germé
SN001639,mythical king of animals,LX001606,,,,,,mythique roi des animaux
SN001640,demon,LX001607,DEMON [1973],1973,,,,entité supranaturelle
SN001641,eat many times over,LX001608,,,,,,remanger plusieurs fois
SN001642,carved knife used in dancing ceremonies,LX001609,,,,,,couteau de danse incurvé
SN001643,curved knife as dancing instrument,LX001610,,,,,,accessoire de danse (sabre)
SN001644,eat again,LX001611,,,,,,manger de nouveau
SN001645,"a kind of plant, used for dyeing skins",LX001612,,,3dc5e1b954c98fab261d16b53b433e16,,botanical,plante utilizé pour teinture de peau
SN001646,forget,LX001613,FORGET [1523],1523,,,,oublier
SN001647,eat everything and finish,LX001614,,,,,,tout manger et tout terminer
SN001648,gloss,LX001614,,,,,,limer
SN001649,it has been forgotten,LX001615,,,,,,cela a été oublié; on l’a oublié
SN001650,"generation, origin, descendence",LX001616,,,,,,origine
SN001651,toy,LX001617,TOY [2403],2403,,,,jouet
SN001652,veldt grape,LX001618,,,,cissus quadrangularis,botanical,plante lié à la vigne
SN001653,illness that paralyzes the wrist (literally: 'to make wrist'),LX001619,,,,,,maladie qui paralyse le poignet (littéralement: ‘faire le poignet’)
SN001654,Rapunzel plant,LX001620,,,,sarcostema viminale,botanical,laiteron
SN001655,flute which is played when the corn is ripe,LX001621,,,,,,flûte que l’on joue au moment de la récolte de mil
SN001656,brush,LX001622,BRUSH [1821],1821,,,,brousse
SN001657,a piece of cloth to wind on the head to carry load,LX001623,,,,,,"tortillon d’étoffe qui sert de coussinet de portage (on le pose sur la tête, sous la charge)"
SN001658,smell,LX001624,SMELL [2124],2124,,,,sentir
SN001659,smell,LX001625,SMELL [2124],2124,,,,sentir
SN001660,walk,LX001626,FOOT OR WALK [2450],,,,,marche
SN001661,[plural marker],LX001627,,,,,,
SN001662,[1sg subject suffix on the verb],LX001628,,,,,,[sujet première personne singulier suffixé au verbe]
SN001663,[referential marker],LX001629,,,,,,
SN001664,[third person singular],LX001630,,,,,,
SN001665,[third person singular],LX001631,,,,,,
SN001666,[demonstrative],LX001632,,,,,,
SN001667,[interjection],LX001634,,,,,,
SN001668,[negation],LX001635,,,,,,
SN001669,[plural demonstrative],LX001636,,,,,,
SN001670,[interjection],LX001637,,,,,,
SN001671,[associative],LX001638,,,,,,
SN001672,except not,LX001639,,,,,,excepté; sauf
SN001673,grannary; attic,LX001640,,,,,,grenier
SN001674,wood,LX001641,WOOD [1803],1803,,,,bois
SN001675,large water pot,LX001642,POT [1462],1462,,,,grande jarre à eau
SN001676,water,LX001643,,,,,,eau
SN001677,rainy season and by consequence a measure of age,LX001643,WATER [948],948,,,,saison des pluies et par consequence un moyen pour mesurer l'age
SN001678,counter-presupositional; but,LX001644,,,,,,mais
SN001679,all; every,LX001645,ALL OR MANY [2650],,,,,tout; chaque
SN001680,[first person plural exclusive],LX001646,,,,,,
SN001681,good; beautiful,LX001647,GOOD [1035],1035,,,,bon; beau
SN001682,beauty,LX001648,,,,,,beauté
SN001683,ground-nut,LX001649,,,,,botanical,arachide
SN001684,a variety of groundnut,LX001650,,,,,botanical,variété d’arachide
SN001685,"wild potatoes, very small, unpleasant taste",LX001651,,,,,botanical,"pomme de terre sauvage, très petite, au goût désagréable"
SN001686,chickpea,LX001652,,,ad6e8bdd6b72b4ec126ec1a4e2a7d0ac,,,pois de terre
SN001687,or,LX001653,OR [1014],1014,,,,ou
SN001688,eyes,LX001654,EYE [1248],1248,,,,yeux
SN001689,blood,LX001655,BLOOD [946],946,,,,sang
SN001690,while,LX001656,WHILE [726],726,,,,à bon; alors que
SN001691,cat,LX001657,CAT [1208],1208,,,zoological,chat
SN001692,four,LX001658,FOUR [1500],1500,,,,quatre
SN001693,forty,LX001659,FORTY [1716],1716,,,,quarante
SN001694,[potential marker],LX001660,,,,,,[Marque du potentiel]
SN001695,[third person singular],LX001661,,,,,,
SN001696,[third person singular],LX001662,,,,,,
SN001697,[first person singular],LX001663,,,,,,
SN001698,[third person singular],LX001664,,,,,,
SN001699,milk,LX001665,MILK [635],635,,,,lait
SN001700,fat; milk of a cow,LX001666,FAT (FOR NOURISHMENT) [2095],,,,,gras; graisse; lait de vache
SN001701,stalks used to make quiver,LX001667,,,,,,tige qui sert à fabriquer le carquois
SN001702,plant,LX001668,PLANT (VEGETATION) [653],,,,botanical,plante
SN001703,stem of an arrow,LX001669,,,bc79199eeb5130615e8cad96fc2e30e7,,,hampe de flèche
SN001704,evergreen tree,LX001670,,,,"Anogeissus leiocarpus, bouleau d’Afrique)",botanical,arbre toujours vert
